density_g_per_cm3,abs_unc_g_per_cm3,rel_unc_frac,rel_unc_pct
1.6,,,
1.1,,,
1.59,,,
1.9,,,
1.29,,,
1.71,0.7,0.4093567251461988,40.93567251461988
1.6,0.7,0.43749999999999994,43.74999999999999
1.4,,,
1.5,0.2,0.13333333333333333,13.333333333333334
1.3,,,
1.6,6.4,4.0,400.0
1.7,,,
1.6,,,
1.3,0.6,0.4615384615384615,46.15384615384615
